"seqnames";"start";"end";"width";"strand";"Conc";"Conc_dex";"Conc_veh";"Fold";"p.value";"FDR";"MPIPSYKL_003787";"MPIPSYKL_004171";"MPIPSYKL_002604";"MPIPSYKL_004054";"MPIPSYKL_001113";"MPIPSYKL_004100";"MPIPSYKL_003331";"MPIPSYKL_003520";"MPIPSYKL_004215";"MPIPSYKL_001946";"MPIPSYKL_004251";"MPIPSYKL_002802";"MPIPSYKL_003162";"MPIPSYKL_002658";"MPIPSYKL_002613";"MPIPSYKL_003231";"MPIPSYKL_002533";"MPIPSYKL_002418";"MPIPSYKL_001109";"MPIPSYKL_001786";"MPIPSYKL_003934";"MPIPSYKL_004246";"MPIPSYKL_001547";"MPIPSYKL_000637";"MPIPSYKL_001386";"MPIPSYKL_002468";"MPIPSYKL_002088";"MPIPSYKL_000972";"MPIPSYKL_003785";"MPIPSYKL_001389";"MPIPSYKL_003155";"MPIPSYKL_000708";"MPIPSYKL_001886";"MPIPSYKL_003013";"MPIPSYKL_000988";"MPIPSYKL_003472";"MPIPSYKL_003911";"MPIPSYKL_001701";"MPIPSYKL_002383";"MPIPSYKL_001766";"MPIPSYKL_002852";"MPIPSYKL_001263";"MPIPSYKL_003353";"MPIPSYKL_001667";"MPIPSYKL_002319";"MPIPSYKL_001048";"MPIPSYKL_002095";"MPIPSYKL_000637.1";"MPIPSYKL_002418.1";"MPIPSYKL_001701.1";"MPIPSYKL_003231.1";"MPIPSYKL_001263.1";"MPIPSYKL_001786.1";"MPIPSYKL_001946.1";"MPIPSYKL_000972.1";"MPIPSYKL_003331.1";"MPIPSYKL_003520.1";"MPIPSYKL_000988.1";"MPIPSYKL_004171.1";"MPIPSYKL_001766.1";"MPIPSYKL_003353.1";"MPIPSYKL_002319.1";"MPIPSYKL_001109.1";"MPIPSYKL_004251.1";"MPIPSYKL_000708.1";"MPIPSYKL_002095.1";"MPIPSYKL_002468.1";"MPIPSYKL_003472.1";"MPIPSYKL_004054.1";"MPIPSYKL_002802.1";"MPIPSYKL_003934.1";"MPIPSYKL_002383.1";"MPIPSYKL_004215.1";"MPIPSYKL_001113.1";"MPIPSYKL_001667.1";"MPIPSYKL_003013.1";"MPIPSYKL_001048.1";"MPIPSYKL_001389.1";"MPIPSYKL_003155.1";"MPIPSYKL_001886.1";"MPIPSYKL_003787.1";"MPIPSYKL_004246.1";"MPIPSYKL_002852.1";"MPIPSYKL_002613.1";"MPIPSYKL_003911.1";"MPIPSYKL_002604.1";"MPIPSYKL_002533.1";"MPIPSYKL_001547.1";"MPIPSYKL_004100.1";"MPIPSYKL_001386.1";"MPIPSYKL_003162.1";"MPIPSYKL_002658.1";"MPIPSYKL_004198";"MPIPSYKL_003785.1";"MPIPSYKL_002088.1"
"KI270733.1";138178;138578;401;"*";4,26;3,54;4,73;-1,09;0,00387;0,0103;9,37;13,24;10,39;0;19,5;1,17;0;4,62;13,79;3,39;11,35;12,85;33,74;1,21;15,88;10,08;3,36;24,74;89,23;27,27;0;14,74;0;0;0;0;0;11,35;0,67;20,18;37,66;42,15;8,56;40,88;0;0;0;0;0;5,57;5,75;21,44;0,79;7,23;22,53;2,52;0;7,86;38,34;4,03;0;191,82;16,43;54,19;28,87;26,06;21,97;5,23;10,75;0;24,18;82,93;36,98;3,57;11,44;0;82,91;14,68;8,74;0;0;0;24,33;34,64;15,19;60,29;9,34;35,28;83,8;18,15;0;71,42;47,5;7,65;13,44;50,11;43,47;0;15,3;0;17,34;23,2;0;1,76;33,51
"KI270733.1";174974;175374;401;"*";6,37;5,71;6,82;-1,01;0,00388;0,0103;41,65;23,53;0;21,94;0;5,01;92,13;84,95;39,24;7,56;139,05;41,76;306,77;13,71;66,69;47,51;21,26;80,97;200,77;48,7;9,27;0;0;58,85;140,23;67,49;0;28,38;11,44;39,56;55,67;0;26,9;100,15;45,84;71,65;188,72;0;146,4;10,4;13,05;25,96;7,61;22,48;45,06;47,89;19,84;130,96;99,06;24,19;189,08;265,59;69,02;188,23;51,96;143,35;271,01;79,72;270,94;133,02;62,32;45,23;130,86;274,59;0;251,86;122,71;0;82,28;65,67;158,22;200,21;93,26;0;170,85;128,11;129,43;98,29;207,94;0;0;33,16;138,53;48,44;0;0;83,84;0;0;401,04;256,59;237,77;0;12,3;64,62
"1";161530598;161530998;401;"*";2,96;1,42;3,67;-1,93;0,00395;0,0105;0;0;0;0;0;6,76;6,35;0;0;4,18;0;0;0;0;3,18;0;0;0;0;0;0;0;0;0;0;0;2,85;0;3,37;0;0;30,29;11,62;0;10,82;0;0;18,64;0;2,23;0;0;8,66;0;0;7,56;9,13;13,1;0;0;0;0;82,16;5,7;0;54,92;0;6,53;0;0;45,58;0;4,27;10,7;57,22;0;0;0;53,88;0;3,96;0;0;0;0;17,58;50,71;0;0;6,48;0;0;0;84,77;0;0;0;0;70,75;0;0;0;0;7,03;37,1
"14";20632907;20633307;401;"*";3,43;1,43;4,23;-2,5;0,00406;0,0107;0;0;0;0;0;9,9;0;0;0;2,26;0;0;0;0;0;0;0;0;0;0;7,13;0;0;0;0;0;11,41;0;6,39;0;0;28,98;26,29;0;13,37;0;0;0;0;0;0;0;8,66;0;0;0;11,81;0;0;0;0;0;39,44;19,96;0;61,44;0;0;0;0;66,04;0;25,6;64,19;61,04;0;0;0;91,01;0;106,8;0;0;0;0;77,87;61,38;0;0;0;0;0;0;87,96;0;0;0;0;70,75;0;0;0;0;10,55;53,85
"GL000216.2";159048;159448;401;"*";2,98;2,2;3,48;-1,13;0,00411;0,0109;6,25;12,5;41,55;19,08;4,88;1,28;3,18;2,77;13,79;0,56;0;0;0;0;0;1,44;1,12;0;8,37;1,95;0;11,79;0;0;2,42;8,26;4,28;0;1,01;0;8,19;14,49;0;6,13;0;13,65;0;5,33;0;5,57;0,66;5,64;0,26;3,21;4,51;0;1,73;0;3,2;2,02;11,82;19,67;0;2,85;5,77;13,96;18,31;10,45;6,45;21,45;2,79;20,1;12,8;3,57;11,44;11,62;46,43;14,68;13,83;0;0;0;32,44;24,25;45,56;3,77;9,34;17,64;15,52;0;0;22,96;0;5,74;0;40,09;6,21;14,14;11,47;0;0;0;32,31;0,59;0
"17";31549918;31550318;401;"*";4,47;3,34;5,09;-1,49;0,00446;0,0117;0;15,44;19,05;24,81;0;7,57;23,83;0;0;7,79;0;0;0;0;39,69;0;20,14;0;0;0;9,27;0;0;0;0;17,91;26,4;0;16,83;0;0;14,49;42,19;0;29,92;0;0;3,99;0;24,51;2,43;11,29;16,8;20,87;22,53;41,59;17,95;0;0;7,56;0;0;88,74;51,33;43,3;102,39;0;22,22;0;0;100,46;15,08;34,14;124,81;41,96;58,12;39,8;0;107,76;46,21;94,93;0;60,82;0;0;108,02;89,4;0;0;0;0;86,72;0;118,55;0;0;0;0;15,3;0;52,01;0;0;29,3;93,34
"KI270580.1";546;946;401;"*";4,58;3,79;5,08;-1,16;0,00451;0,0118;11,45;18,38;67,53;8,59;0;1,75;3,18;4,62;28,63;0;62,43;16,06;0;1,61;6,35;12,96;0;31,49;0;33,11;4,28;11,79;0;15,09;36,27;0;13,56;13,62;2,36;23,41;34,38;19,76;5,5;0;14,64;0;54,52;0;34,22;8,54;1,33;24,83;8,14;0;0;17,65;0;0;0;9,07;0;73,78;0;0;37,53;23,27;7,32;15,68;27,95;0;15,81;80,42;54,05;35,66;34,33;0;0;146,84;25,48;0;55,38;0;24,33;0;87,32;21,35;17,35;78,13;27,93;16,85;119,88;51,01;106,87;14,02;80,67;85,19;21,74;70,72;0;0;0;115,98;0;0;40,69
"8";66113228;66113628;401;"*";4,7;3,42;5,36;-1,66;0,00456;0,0119;15,62;25;34,63;43,89;0;14,1;0;0;0;6,09;0;0;0;0;0;0;12,31;0;0;0;9,63;0;0;0;0;0;9,27;17,03;14,81;0;0;51,37;33,63;0;26,1;0;0;51,93;0;21,54;0;0;14,44;19,27;0;64,28;17,95;41,91;0;5,54;0;68,86;131,46;65,59;69,28;96,81;0;15,68;0;0;83,72;37,7;58,32;89,15;156,41;0;0;0;146,35;0;75,15;53,39;117,59;17,32;0;100,48;104,08;0;0;0;0;91,83;0;123,65;0;0;0;0;118,56;0;0;0;0;31,64;73
"1";93847416;93847816;401;"*";3,77;2,28;4,48;-1,86;0,00478;0,0124;0;6,62;0;14,31;0;8,04;0;0;0;4,4;0;0;0;0;0;0;0;0;0;0;3,92;0;0;0;0;8,26;15,7;0;10,77;0;0;30,29;31,18;0;21,64;0;0;11,98;0;0;1,33;0;9,71;11,24;0;26,47;11,65;65,48;0;4,03;0;0;59,16;91,26;0;70,74;0;0;0;0;61,39;25,13;36,98;49,93;61,04;0;0;0;96,84;0;67,24;0;0;0;0;81,64;74,72;0;0;0;0;22,96;0;87,96;0;0;0;0;40,16;0;0;0;0;12,89;62,23
"1";161523705;161524105;401;"*";3,38;1,8;4,11;-1,97;0,00499;0,0129;0;2,21;0;0;0;8,97;0;0;0;4,18;0;0;0;0;0;0;0;0;0;0;3,21;0;0;0;0;0;19,26;0;6,06;0;0;31,61;20,79;0;23,55;0;0;14,65;0;6,69;0;0;3,41;9,63;0;0;8,98;52,39;0;0;0;0;16,43;22,82;43,3;57,71;0;32,67;0;0;52,09;20,1;39,83;74,89;57,22;0;0;0;62,62;0;0;0;0;0;0;57,78;36,03;0;0;0;0;0;0;98,79;0;0;0;0;36,33;0;0;0;0;16,41;50,26
"2";27050679;27051079;401;"*";5,26;4,1;5,88;-1,53;0,00537;0,0138;0;41,18;55,41;42,93;0;25,28;22,24;0;0;11,06;0;0;0;0;41,28;0;13,43;0;0;7,79;17,12;0;0;0;0;0;27,82;0;19,52;0;0;94,83;51,97;30,66;40,74;0;0;58,58;0;28,23;1,55;19,19;26,52;32,11;0;64,28;30,55;62,86;0;2,52;0;4,92;210,34;131,19;66,4;136,83;0;45,74;0;0;127,43;0;112,37;206,83;202,19;0;82,91;19,58;197,32;17,03;90,97;56,73;0;0;0;143,18;104,08;0;0;11,67;0;147,94;0;189,3;0;0;0;0;166,36;0;0;173,98;0;28,71;87,36
"20";29885508;29885908;401;"*";5,26;3,94;5,92;-1,68;0,00538;0,0138;20,83;27,21;25,97;10,5;0;5,71;0;0;33,94;4,85;0;83,52;0;20,17;0;0;7,83;9;0;0;18,9;0;0;57,34;53,19;0;0;0;0;0;14,74;65,85;0;0;15,28;170,58;0;26,63;24,72;0;11,5;0;0;14,45;0;0;0;112,63;0;0;114,23;0;0;114,08;0;0;0;56,19;32,26;0;13,02;0;0;0;95,37;0;218,89;264,31;8,74;107,02;166,13;96,77;125,7;0;79,73;0;25,35;27,72;65,18;0;69,16;15,3;308,73;0;67,22;120,27;0;0;107,08;78,08;0;115,98;303,69;0;0
"16";14285740;14286140;401;"*";3,78;2,3;4,48;-1,87;0,00539;0,0139;0;0;0;8,59;0;5,13;14,3;0;0;3,5;0;0;0;0;0;0;0;0;0;0;9,99;0;0;0;0;0;12,13;0;14,47;0;0;25,02;34,85;0;20,37;0;0;10,65;0;18,57;1,99;0;11,03;7,23;0;18,91;14,49;26,19;0;10,08;0;0;78,88;0;60,62;92,15;0;0;0;0;83,72;0;54,05;57,06;76,3;0;0;0;91,74;0;71,2;0;0;0;0;72,85;66,72;0;0;0;0;51,01;0;86,04;0;0;0;0;36,33;0;0;0;0;8,2;51,46
"KI270518.1";1020;1420;401;"*";3,72;2,61;4,32;-1,57;0,00551;0,0141;0;9,56;60,6;9,54;0;1,4;0;0;25,45;1,02;0;0;3,07;0;0;0;0;31,49;0;0;6,42;2,95;0;0;0;0;7,85;5,68;5,38;5,65;0;10,54;0;0;7,64;0;50,33;21,3;0;0,74;7,08;0;2,36;11,24;0;0;0;0;22,37;8,06;0;98,37;0;0;57,73;10,24;0;33,98;0;0;33,49;67,85;7,11;14,26;0;0;23,22;0;22,57;0;87,02;0;77,04;0;0;10,05;0;45,36;0;0;96,83;0;118,74;19,76;26,89;0;12,42;33;0;0;0;0;0;0;34,71
"1";2655704;2656104;401;"*";2,95;1,08;3,73;-2,18;0,00604;0,0154;4,17;19,86;0;0;0;0,47;0;0;0;0;0;0;24,54;6,45;20,64;0;0;0;0;0;0,71;0;0;0;0;0;0;0;0;0;0;9,22;4,28;0;0;0;0;0;0;4,09;1,55;0;3,41;0;0;0;0;18,33;0;12,09;0;73,78;0;0;0;0;0;1,31;53,76;0;0;0;21,34;32,09;0;0;0;0;8,01;24,32;0;0;0;0;0;7,54;0;0;93,11;16,85;0;0;245,4;7,01;0;0;0;0;0;21,29;0;0;0;0;0
"20";29891539;29891939;401;"*";3,83;2,95;4,37;-1,34;0,00614;0,0156;14,58;11,03;60,6;15,27;0;1,51;0;0;19,09;3,05;0;24,09;33,74;1,61;0;0;10,07;67,48;0;9,74;4,99;0;0;6,04;0;0;0;7,95;0;5,65;4,91;0;4,28;0;0;23,88;0;0;0;8,91;3,76;12,41;4,2;0;0;0;3,46;18,33;0;0;0;34,43;0;14,26;37,53;19,55;0;24,83;0;0;25,11;0;28,45;0;0;0;39,8;0;5,1;0;43,51;0;20,27;0;0;12,56;33,36;75,6;24,83;16,85;73,77;56,12;0;22,95;33,61;0;0;80,15;0;120,67;0;104,39;0;16,99;9,57
"1";248873868;248874268;401;"*";5,36;4,24;5,97;-1,48;0,00645;0,0164;35,4;26,47;72,72;38,16;0;19,92;0;0;0;10,72;0;0;0;2,02;0;24,48;40,28;0;0;0;14,98;0;0;0;0;45,46;38,52;0;23,22;0;0;89,56;69,7;0;50,29;0;0;66,57;0;22,28;0;33,86;22,32;40,14;0;69,32;29,76;99,53;0;15,12;0;0;154,47;96,97;31,75;169,41;0;39,2;0;0;132,08;62,83;108,1;128,38;236,53;0;0;0;208,24;77,83;189,86;53,39;133,81;0;0;121,83;132,1;12,6;0;14,26;0;107,13;0;217,34;0;0;0;0;156,8;0;138,7;23,2;0;45,7;98,13
"17";8221870;8222270;401;"*";4,07;2,15;4,85;-2,26;0,00672;0,017;0;0;0;37,21;0;15,96;0;0;0;8,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,07;0;0;30,29;0;0;0;0;0;42,61;0;3,34;1,11;0;21,27;19,27;0;0;22,52;34,05;0;0;0;0;138,04;0;0;135,9;0;20,91;0;0;63,25;0;89,61;46,36;148,78;0;0;0;158;0;0;0;4,05;0;0;48,98;120,09;0;0;0;0;68,87;0;126,84;0;0;0;0;89,87;0;0;0;0;17,58;75,39
"1";144883093;144883493;401;"*";3,58;2,62;4,14;-1,31;0,00676;0,0171;39,57;0;0;6,68;0;3,26;0;0;19,09;1,92;0;17,67;18,41;0;0;0;5,59;11,25;0;35,06;0;0;0;27,16;0;0;3,57;9,08;2,69;0;0;9,22;6,11;38,83;2,55;0;0;0;0;2,6;2,65;12,41;2,63;0;0;8,82;2,05;20,95;47,93;6,05;0;24,59;0;25,67;0;13,03;0;11,76;0;0;40,93;0;28,45;21,4;0;0;0;0;18,2;0;0;0;48,66;58,89;18,98;48,98;0;0;62,07;6,48;87,61;17,85;31,67;4,46;0;0;65,21;56,58;42,07;0;0;0;0;4,1;34,71
"5";140726010;140726410;401;"*";2,2;0,23;2,99;-2,21;0,00697;0,0176;0;3,68;0;5,72;0;4,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,92;0;0;0;0;0;0;0;5,38;0;0;0;13,45;0;0;0;0;3,99;0;6,69;0;0;0;4,01;0;0;3,46;0;0;0;0;0;16,43;0;0;39,1;0;0;0;0;33,49;0;0;0;45,78;0;0;0;55,34;0;35,6;0;0;0;0;40,19;37,36;0;0;0;0;0;0;31,23;0;0;0;0;28,68;0;0;0;0;0;19,15
"1";146035529;146035929;401;"*";3,05;1,34;3,8;-2,3;0,00706;0,0178;0;0;0;0;0;7,92;0;0;0;3,16;0;0;0;0;0;0;0;0;0;0;6,42;0;0;0;0;0;0;0;0;0;0;51,37;12,84;0;0;0;0;9,32;0;9,66;0;0;5,25;0;0;0;13,38;0;0;0;0;0;29,58;17,11;0;52,13;0;0;0;0;36,28;0;48,36;0;49,59;0;0;0;70,63;0;63,29;33,37;0;0;0;47,73;36,03;0;0;0;0;0;0;77,76;0;0;0;0;63,1;0;0;0;0;11,13;31,11
"17";82494552;82494952;401;"*";3,29;1,77;4,01;-1,9;0,00721;0,0181;0;7,35;0;0;0;6,53;0;0;0;3,72;0;0;0;0;0;10,08;0;0;0;0;8,92;0;0;0;0;0;0;0;5,72;0;0;38,19;21,4;0;21,64;0;0;5,33;0;10,03;2,43;0;8,4;0;0;0;10,71;0;0;0;0;0;29,58;37,07;34,64;67,95;0;0;0;0;53,95;0;36,98;35,66;68,67;0;0;0;77,91;0;43,51;0;0;0;0;35,17;41,37;0;0;0;0;25,51;0;72,02;0;0;0;0;55,45;0;0;0;0;18,16;38,3
"5";140711121;140711521;401;"*";3,16;1,69;3,86;-1,86;0,00759;0,0189;0;0;0;0;0;7,46;0;0;0;3,5;0;0;0;0;6,35;0;0;0;0;0;4,28;0;0;0;0;0;20,69;0;11,78;0;0;22,39;21,4;0;10,19;0;0;10,65;0;13;0;0;8,4;2,41;0;0;9,29;62,86;0;4,54;0;0;36,15;8,56;0;68,88;0;15,68;0;0;36,28;0;45,52;0;49,59;0;0;0;64,8;0;59,33;0;0;0;0;48,98;36,03;0;0;0;0;0;0;61,19;0;0;0;0;36,33;0;0;0;0;16,99;46,67
"8";123157056;123157456;401;"*";3,77;2,53;4,42;-1,62;0,00765;0,019;0;10,3;24,24;21,94;0;7,57;0;0;0;5,08;0;0;0;0;0;0;0;0;0;0;5,71;0;0;0;0;0;14,27;9,08;8,41;0;0;36,88;21,4;0;20,37;0;0;25,3;0;5,57;1,11;0;7,88;8,03;0;25,21;12,44;0;0;0;0;0;72,31;51,33;31,75;53,06;0;20,91;0;0;56,74;27,64;36,98;21,4;95,37;0;0;0;96,11;0;63,29;0;68,93;0;0;66,57;48,04;0;0;0;0;35,71;0;80,31;0;0;0;0;45,89;0;0;0;0;15,82;37,1
"11";59550602;59551002;401;"*";4,93;3,51;5,62;-1,76;0,00784;0,0195;0;4,41;41,55;19,08;0;17,25;0;0;0;5,76;0;0;0;0;44,46;0;0;0;0;0;12,84;0;0;0;0;0;29,96;0;17,5;0;0;67,17;45,86;0;30,56;0;0;63,91;0;23,77;0;0;21,27;28,9;0;45,37;16,85;20,95;0;0;0;0;154,47;96,97;89,49;132,18;0;0;0;0;97,67;90,47;56,89;85,59;209,82;0;0;48,95;140,52;0;130,53;0;121,64;0;0;134,39;118,76;0;0;0;0;81,62;0;147,87;0;0;0;0;128,12;0;0;139,18;0;38,08;101,72
"16";87383869;87384269;401;"*";3,51;2,11;4,2;-1,72;0,00808;0,02;0;0;0;9,54;0;7,34;15,88;0;0;4,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,79;0;0;13,17;29,35;0;24,19;0;0;0;0;16,71;0;0;10,24;9,63;0;36,55;13,07;36,67;0;3,53;0;29,51;26,29;22,82;28,87;53,06;0;13,07;0;0;37,21;0;52,63;42,79;0;0;0;0;63,35;0;63,29;70,08;0;0;0;52,75;53,37;0;0;0;0;51,01;0;56,09;0;0;0;0;34,42;24,84;0;0;0;16,41;49,07
"1";153671104;153671504;401;"*";2,92;1,21;3,67;-2;0,0084;0,0207;0;8,82;0;0;0;7,57;0;0;0;2,14;0;0;0;0;0;0;0;0;0;0;6,78;0;0;0;0;0;0;0;2,69;0;0;0;21,4;0;14,01;0;0;17,31;0;9,66;0;0;5,25;4,82;0;0;8,35;31,43;0;0;0;0;52,59;11,41;0;39,1;0;0;0;0;32,56;0;46,94;0;68,67;0;0;0;66,26;0;0;0;0;0;0;57,78;24,02;0;0;0;0;28,06;0;66,92;0;0;0;0;32,51;0;0;0;0;15,82;35,9
"17";49192305;49192705;401;"*";4,34;3,22;4,95;-1,45;0,00851;0,0209;31,24;22,06;29,43;17,17;0;11,42;0;0;0;5,76;0;0;0;0;0;14,4;0;0;0;0;16,05;0;0;0;0;0;21,4;0;17,5;0;0;51,37;27,51;0;20,37;0;0;23,97;0;16,34;0;15,8;14,7;23,28;0;41,59;16,22;60,24;0;17,13;0;0;55,87;42,78;51,96;100,53;0;40,51;0;0;69,76;20,1;72,54;57,06;133,52;0;0;0;96,84;0;102,84;33,37;72,99;0;0;80,38;61,38;15,12;0;0;0;28,06;0;105,8;0;0;0;0;51,63;31,94;0;0;0;24,02;53,85
"2";156400763;156401163;401;"*";4,63;3,24;5,31;-1,72;0,00861;0,0211;0;0;0;36,26;0;11,77;12,71;0;0;5,42;0;0;0;0;0;0;0;0;0;0;11,06;0;0;0;0;0;29,96;0;14,81;0;0;68,49;33,63;0;37,56;0;0;29,29;0;20,8;0;28,22;11,55;21,68;0;52,94;18,42;0;0;7,56;0;0;141,32;59,89;63,51;113,56;0;32,67;0;0;100,46;55,29;85,34;131,95;194,56;0;0;0;126,69;0;75,15;60,06;109,48;0;0;111,78;84,07;0;0;0;0;58,67;0;0;0;0;0;0;89,87;0;79,75;0;0;32,22;96,94
"GL000214.1";136471;136871;401;"*";4,98;4,52;5,32;-0,76;0,00862;0,0211;12,5;22,06;38,09;24,81;0;1,86;38,12;4,62;36,06;3,16;79,46;43,37;76,69;4,84;17,47;15,84;14,55;33,74;58,56;13,64;3,57;20,63;36,52;42,25;12,09;37,19;7,13;22,71;5,72;0;0;10,54;1,22;44,96;4,46;61,41;96,46;14,65;11,41;5,2;2,21;23,7;1,05;0;40,55;34,03;2,05;41,91;54,32;11,59;19,7;34,43;0;68,45;49,07;37,23;18,31;11,76;47,31;21,45;4,65;37,7;56,89;82,02;0;23,25;79,59;97,89;36,41;53,51;75,15;20,02;77,04;58,89;45,56;36,42;61,38;0;0;14,26;50,72;35,71;79,16;12,75;73,95;0;0;66,01;22,95;60,33;65,88;34,8;116,31;16,41;10,77
"19";1021347;1021747;401;"*";2,6;1;3,33;-1,9;0,00873;0,0213;0;0;0;0;0;8,51;0;0;0;2,93;0;0;0;0;0;0;0;0;0;0;3,92;0;0;0;0;17,91;0;0;1,68;0;0;0;6,11;0;10,19;0;0;17,31;0;7,43;0;0;7,88;4,01;0;0;6,3;0;0;0;0;0;52,59;57,04;0;32,58;0;0;0;0;41,86;0;28,45;21,4;19,07;0;0;0;62,62;0;0;0;0;0;0;17,58;32,02;0;0;0;0;0;0;54,18;0;0;0;0;49,72;0;0;0;0;7,03;7,18
"14";20625230;20625630;401;"*";3,57;2,03;4,29;-1,89;0,00883;0,0216;0;14,71;0;0;0;8,62;0;0;0;3,39;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;12,13;0;6,73;0;0;30,29;27,51;0;15,92;0;0;6,66;0;7,43;0;0;8,93;13,65;0;18,91;13,07;0;0;0;0;0;52,59;22,82;0;73,54;0;0;0;0;74,41;35,18;35,56;32,09;87,74;0;0;0;92,47;0;0;0;0;0;0;66,57;60,05;0;0;0;0;40,81;0;116,64;0;0;0;0;72,66;0;0;0;0;9,37;63,43
"KI270442.1";247885;248285;401;"*";3,63;2,17;4,32;-1,78;0,00944;0,0229;0;12,5;22,51;0;0;2,8;0;0;0;0;0;0;67,49;0;4,76;0;0;0;11,15;27,27;0;0;0;0;0;0;0;0;4,38;0;0;19,76;15,9;0;12,1;0;0;0;0;0;0;11,29;0;0;0;0;0;31,43;3,2;11,09;0;113,12;0;0;8,66;40,03;0;0;55,91;30,04;35,35;80,42;32,71;85,59;0;0;0;0;0;0;0;0;0;0;0;0;0;88,21;0;35;13,83;30,61;47,5;0;100,83;0;6,21;0;34,42;17,75;48,54;0;0;11,13;0
"10";67764328;67764728;401;"*";4,35;3,34;4,93;-1,35;0,00946;0,0229;17,7;15,44;31,17;27,67;0;9,9;0;0;0;5,87;0;0;0;0;20,64;0;14,55;15,74;0;0;9,27;0;0;0;0;0;17,12;17,03;15,15;0;0;32,93;40,97;0;26,74;0;0;31,95;0;16,34;2,21;16,93;14,97;19,27;0;41,59;15,12;52,39;0;9,57;0;0;75,59;19,96;54,85;82,85;0;0;0;0;92,09;35,18;72,54;74,89;76,3;0;0;0;96,11;0;90,97;50,05;68,93;0;0;99,22;73,39;0;0;10,37;0;22,96;0;99,43;0;0;0;0;87,96;35,49;0;0;0;25,19;52,66
"13";44917772;44918172;401;"*";3,86;2,83;4,45;-1,37;0,0096;0,0232;0;8,82;13,85;14,31;0;10,6;0;0;0;3,05;0;0;0;0;17,47;18,72;14,55;0;0;0;13,2;0;0;0;0;0;14,98;17,03;15,48;0;0;22,39;35,46;0;14,01;0;0;25,3;0;10,77;0;0;8,14;15,25;0;26,47;14,17;47,15;0;9,57;0;0;82,16;25,67;0;51,2;0;9,15;0;0;34,42;0;48,36;39,23;53,41;38,75;0;0;80,82;41,35;63,29;53,39;20,27;0;0;70,34;49,37;0;0;7,78;0;0;0;77,76;0;0;0;0;38,24;0;0;29;0;30,47;47,87
"KI270538.1";72397;72797;401;"*";2,8;2,01;3,3;-1,26;0,0106;0,0253;7,29;12,5;13,85;0;0;0,93;0;0;14,85;2,26;0;14,46;12,27;0,81;0;0;8,95;22,49;2,79;0;1,43;0;0;9,05;0;0;0;10,22;0;8,07;8,19;9,22;0,61;6,13;0;0;0;0;0;0;1,77;0;0,79;0;20,27;0;0,63;0;0;4,03;0;0;0;28,52;23,09;0;0;0;12,9;0;7,44;60,31;11,38;10,7;15,26;0;36,48;0;2,91;19,46;0;0;40,55;10,39;0;10,05;2,67;42,84;0;0;27,67;0;15,83;2,55;0;0;15,53;0;0;0;13,87;0;51,69;0;7,18
"KI270507.1";569;969;401;"*";3,51;2,58;4,07;-1,32;0,0106;0,0254;11,45;27,94;25,97;5,72;34,13;2,68;0;0;21,21;1,81;0;30,52;0;6,86;0;0;0;0;0;0;3,92;0;0;0;0;12,4;13,56;15,89;0,67;11,3;0;14,49;12,84;0;0;0;0;0;0;2,6;7,52;11,29;2,1;0;0;3,78;0;31,43;63,91;0;0;73,78;0;0;69,28;15,82;0;22,22;15,05;0;23,25;95,5;38,4;0;0;0;0;53,84;6,55;0;59,33;0;0;24,25;0;28,89;0;12,6;0;0;0;58,67;0;21,67;0;40,09;0;0;19,12;0;0;0;0;7,62;22,74
"GL000224.1";162039;162439;401;"*";5,25;4,51;5,73;-1,06;0,0107;0,0256;22,91;13,24;72,72;6,68;0;1,17;39,71;4,62;31,82;0;53,92;35,34;61,35;15,33;0;0;0;65,23;83,66;70,13;0;8,84;0;0;0;19,28;12,13;42,01;10,43;15,34;0;34,24;0;85,84;21,01;17,06;117,43;5,33;30,42;0;8,4;41,76;6,3;12,85;0;0;5,35;36,67;6,39;0;39,39;177,06;29,58;0;132,79;53,06;0;56,19;0;0;47,44;95,5;59,74;21,4;0;65,87;29,85;122,37;13,83;53,51;0;46,72;145,97;0;64,54;74,1;34,69;110,89;0;18,15;83;53,56;51,46;22,31;0;130,3;0;0;53,54;0;65,88;278,36;213,23;19,33;34,71
"KI270757.1";59854;60254;401;"*";2,57;0,63;3,36;-2,15;0,0109;0,0259;0;0;0;0;0;0;0;0;0;0,34;0;0;0;6,86;0;0;22,38;0;0;0;0;0;0;0;0;0;0;0;0;0;16,37;0;0;0;0;0;0;0;0;10,4;0;12,41;0;0;0;3,78;0;0;0;0;0;49,18;0;0;0;20,48;43,95;32,67;47,31;0;0;0;0;0;34,33;0;0;107,68;26,21;0;0;0;0;0;0;6,28;12,01;32,76;31,04;0;0;0;0;15,93;0;0;0;0;11,47;0;0;0;0;11,13;10,77
